network,chain,chain_seed,spe,spe_nom,accepted,proposals,acc_rate_cum,acc_rate_interval,M_inter,M_total,final,stalled,n,m,n_comms,Q,p_intra,sd_s,mu_s,delta,mu_intra,mu_inter,r_pb,auc_s,auc_prod,hb,deg_R2,hub_inter_frac,nonhub_inter_frac,hub_inter_lift,assort_deg,transitivity,avg_local_cc,tri_intra,tri_inter,tri_frac_intra_ge1,tri_frac_inter_ge1,comm_size_mean,comm_size_max_frac,comm_size_gini,seconds
ca-HepTh,up_pfix,1,0.3,0.3,7442,430636,0.017281416323762993,0.014590169718781977,2388533,5413475,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.28630552641432544,0.34822220430540995,0.22173527730081574,0.39276412508223674,0.171028847781421,0.3102976288810693,0.7814185645308968,0.2345734818364278,3.1411790171682874,0.055035628674645065,0.3150669389607443,0.137943971985993,1.5684428031025937,0.40643555325815944,0.18458155260476736,0.3428147136139554,2.6591333299702367,0.43788882199478224,0.7272360389446603,0.21111780052177403,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,1,0.4,0.4,9922,633372,0.015665359378059025,0.012232657248835925,2656808,5560274,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2874259874752606,0.34822220430540995,0.23532128269317854,0.39549326580908284,0.1601719831159043,0.3280262277021215,0.8045442736145856,0.21219380925161185,3.6401721222738543,0.055035628674645065,0.3305251009809579,0.13128058980236665,1.6453954756037814,0.45500600798172497,0.17532120364361442,0.32002580376958073,2.461332795237855,0.6720850893036323,0.6861221813045453,0.24944812362030905,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,1,0.5,0.5,12403,860851,0.014407835966967571,0.010906501259456917,2902693,5682006,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.28820910265036004,0.34822220430540995,0.25005603006370153,0.3984531644685731,0.14839713440487157,0.34761862183034536,0.8288613764223574,0.18708550807093105,4.154723635300303,0.055035628674645065,0.3482090428655314,0.12387207660671537,1.7334283598880942,0.4952827032889754,0.16573805384721432,0.2983983642805873,2.2587398476517175,0.9060806742925949,0.6467235030015639,0.2789484246437889,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,1,1.0,1.0,24806,2837602,0.008741888397315762,0.006274437195175315,3777819,6177860,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.29122102693825225,0.34822220430540995,0.2969939819450243,0.4078820048388315,0.11088802289380724,0.40859995541650057,0.9039297957503881,0.10590011487273447,6.261825768212764,0.055035628674645065,0.4268509127789047,0.09551956496039721,2.1249174678694587,0.6593427735653314,0.16945026345255668,0.22926267731876634,1.7735963274983604,3.0575958258077462,0.5199011249558594,0.4396949628737708,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,1,1.5,1.5,37209,7773133,0.00478687293784887,0.0025130021470840726,4275103,6482773,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.29308727513480365,0.34822220430540995,0.321201296692876,0.4127447416520439,0.09154344495916789,0.4390901768273363,0.9426710605191485,0.06157952120699254,7.703550260197385,0.055035628674645065,0.5060240963855421,0.07147367816751822,2.5190515221633074,0.7602274053484261,0.21198936102247162,0.20323376089582001,1.6304797457498865,6.165763596227173,0.4733894970488826,0.6594421031507124,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,1,2.0,2.0,49612,48766197,0.0010173440426367469,0.000302563379990332,4517891,6630755,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.29426434116336925,0.34822220430540995,0.3331591153752815,0.41514681415443955,0.08198769877915808,0.4536150522906861,0.9615115040433747,0.04015872095579493,8.506339247433885,0.055035628674645065,0.5604568165596003,0.059378686590640974,2.790024441416305,0.8091892717841825,0.3109883421823354,0.20726734057783008,1.6746708369066237,11.898454746136865,0.4841345911315139,0.9287577764398957,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,1,2.0,2.0,49612,48766197,0.0010173440426367469,,4517891,6630755,1,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.29426434116336925,0.34822220430540995,0.3331591153752815,0.41514681415443955,0.08198769877915808,0.4536150522906861,0.9615115040433747,0.04015872095579493,8.506339247433885,0.055035628674645065,0.5604568165596003,0.059378686590640974,2.790024441416305,0.8091892717841825,0.3109883421823354,0.20726734057783008,1.6746708369066237,11.898454746136865,0.4841345911315139,0.9287577764398957,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.0,0.0,0,0,,,1395798,4907163,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2816048208693767,0.3482222043054099,0.1736473032809125,0.3831042696222199,0.2094569663413074,0.2470593830248225,0.6870721548963393,0.3113662627073198,1.5813393919743293,0.055035628674645065,0.2856234770632482,0.14882540508882672,1.4218695508791763,0.23891531080420653,0.281129264921973,0.48156415202616737,3.802149018816526,1.6530202689143088,0.887907985673208,0.8101545253863135,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.01,0.01,248,10100,0.024554455445544555,0.024554455445544555,1438564,4933275,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.28182378194369784,0.3482222043054099,0.17536605148055195,0.3834495297318225,0.20808347825127055,0.249310907546387,0.6908581291611172,0.30883425682329757,1.637556958120393,0.055035628674645065,0.2867467318524817,0.14840553354549588,1.4274612543312586,0.24755482274735166,0.27252460515741583,0.4700134558083309,3.737880240125107,1.3951434878587197,0.8798869999495535,0.7172386112783464,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.02,0.02,496,20639,0.0240321721013615,0.023531644368535914,1482831,4958480,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2820705926985398,0.34822220430540995,0.17673505745306295,0.3837245340356612,0.20698947658259825,0.2510373195108138,0.6942565019710004,0.30685726820025294,1.6972047527831895,0.055035628674645065,0.2863539445628998,0.14890444703746922,1.4255059098589793,0.25589424134902783,0.2653120239948621,0.4603850851897749,3.6805226252333147,1.1928557094120007,0.874236997427231,0.6381697772426249,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.05,0.05,1240,53276,0.023275020647195735,0.0227962128872139,1605875,5024799,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.28262759159079087,0.34822220430540995,0.1823257794982069,0.38484759168102733,0.20252181218282042,0.25846807956211726,0.7062886841543851,0.29814326385137,1.8685330505945734,0.055035628674645065,0.2883105710291429,0.14844908750886696,1.4352462422133094,0.27783678855174815,0.24641808760680167,0.4353868641994367,3.5080462089492004,0.7513546056592414,0.8549160066589315,0.4607666064619707,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.1,0.1,2481,114718,0.02162694607646577,0.020197910224276555,1791707,5121819,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2835894160037449,0.34822220430540995,0.19140315207733316,0.38667104357015847,0.1952678914928253,0.27041604832013816,0.724881739618785,0.28492754900536615,2.1403591029407543,0.055035628674645065,0.2920576041893956,0.14744245524296676,1.4538994440140776,0.3099371810427073,0.22456850607100945,0.40573668041258565,3.2646925288805932,0.4154124021673691,0.8228825102154064,0.2741320489664861,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.15,0.15,3721,179172,0.020767753890116758,0.019238526701213267,1972919,5219368,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2844387444804579,0.34822220430540995,0.19964482041804252,0.3883266201783079,0.18868179976026536,0.28121772403708706,0.7416775428223098,0.2713046635714231,2.417570593025219,0.055035628674645065,0.2976939203354298,0.14514387346757288,1.4819577338632697,0.3422126004108847,0.21078894541639626,0.3861884844821169,3.079806285627806,0.3285169576560305,0.7946829440548857,0.21573349387918925,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.2,0.2,4961,257097,0.01929621893682151,0.01591273660571062,2126210,5298918,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2851428963144675,0.34822220430540995,0.20848138881510586,0.39010169960758173,0.18162031079247587,0.2929396305994089,0.7575384112064862,0.25751880664045373,2.6659656324076657,0.055035628674645065,0.3025566595958468,0.14341598839043473,1.506165060793614,0.36853280472603406,0.19967249165257214,0.3695684243522197,2.9169651415022955,0.3128637367047963,0.7692579327044342,0.1894441099739113,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.3,0.3,7442,428550,0.01736553494341384,0.014470437962590331,2407835,5438460,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.28621980620467935,0.34822220430540995,0.22431241263865154,0.3932818169869548,0.16896940434830326,0.3139980983690572,0.7854158054552406,0.23050151274055342,3.1606253229634085,0.055035628674645065,0.32054201776360736,0.13529705441837245,1.5956984332016948,0.4147021818541874,0.18412761393020105,0.342486134784483,2.651011451344398,0.44310656231186035,0.723200322857287,0.21673690547862734,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.4,0.4,9922,635563,0.015611355601254321,0.011979923966127732,2684940,5576230,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2870639541081182,0.3482222043054099,0.23828062177180834,0.39608773435011374,0.1578071125783054,0.33257029580897857,0.8091881665685324,0.20716421810040736,3.694208682391756,0.055035628674645065,0.33546214584300976,0.12930715079659133,1.6699727051538635,0.4602852685732087,0.1730111601663769,0.319191027205857,2.4262725117287998,0.6736905478627333,0.6822882510215407,0.25968292193457754,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,0.5,0.5,12403,872740,0.01421156358136444,0.010460542126766085,2922757,5701011,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2878864766309879,0.3482222043054099,0.2511905212374606,0.3986810597164503,0.14749053847898969,0.34958708293937146,0.8302176600866698,0.1862832191728019,4.185036545823446,0.055035628674645065,0.3480467366930249,0.12453315373783139,1.7326203793712978,0.501570767186014,0.1655262157990834,0.2993955060101374,2.2498612722594964,0.9287577764398957,0.6496493971649094,0.29399959863536024,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,1.0,1.0,24806,2844221,0.008721544493202182,0.0062912095018922325,3801100,6193322,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.29099952561809844,0.34822220430540995,0.2975550625326679,0.40799471404500054,0.11043965151233265,0.40968348514198333,0.9046858445992771,0.10454584076502291,6.321007549170769,0.055035628674645065,0.4290622216566993,0.09506107275624004,2.135925641263513,0.6644585875077681,0.16912746261730952,0.22886482115372012,1.7599757857034757,3.092514549468192,0.5169752307925137,0.4507324904675898,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,1.5,1.5,37209,7851187,0.004739283372055716,0.0024771488362413485,4276989,6487029,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.29299141945410456,0.34822220430540995,0.32151667418889107,0.41280809431118454,0.09129142012229348,0.4396651004258266,0.9428714087565786,0.061346412641299544,7.698683982128257,0.055035628674645065,0.5034510759236703,0.07251535855773095,2.5062427030629277,0.7616355610940613,0.21264505021906743,0.20111754573414348,1.6338092115219693,6.191651615492675,0.4742470867174494,0.654425045153522,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,2.0,2.0,49612,45321469,0.0010946688422654614,0.00033100898466683547,4516550,6629848,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2940976863622034,0.34822220430540995,0.33323656263978607,0.4151623716695176,0.08192580902973151,0.4539776085673641,0.9616755132207615,0.03997484399589386,8.502068000454344,0.055035628674645065,0.55997150997151,0.05914764421455077,2.7876085242531166,0.8088891784427138,0.30484503878653785,0.20406135189072167,1.6571659183776422,11.60144491270319,0.48156182212581344,0.9305639173188842,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,up_pfix,2,2.0,2.0,49612,45321469,0.0010946688422654614,,4516550,6629848,1,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2940976863622034,0.34822220430540995,0.33323656263978607,0.4151623716695176,0.08192580902973151,0.4539776085673641,0.9616755132207615,0.03997484399589386,8.502068000454344,0.055035628674645065,0.55997150997151,0.05914764421455077,2.7876085242531166,0.8088891784427138,0.30484503878653785,0.20406135189072167,1.6571659183776422,11.60144491270319,0.48156182212581344,0.9305639173188842,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.0,0.0,0,0,,,1395798,4907163,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2816048208693767,0.3482222043054099,0.1736473032809125,0.3831042696222199,0.2094569663413074,0.2470593830248225,0.6870721548963393,0.3113662627073198,1.5813393919743293,0.055035628674645065,0.2856234770632482,0.14882540508882672,1.4218695508791763,0.23891531080420653,0.281129264921973,0.48156415202616737,3.802149018816526,1.6530202689143088,0.887907985673208,0.8101545253863135,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.01,0.01,248,8506,0.029155889960028214,0.029155889960028214,1347291,4874327,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.281161471755294,0.34822220430540995,0.16884731384597731,0.3821400534102437,0.2132927395642664,0.2406089304817337,0.6799718042504784,0.315795740527631,1.5196025371741702,0.055035628674645065,0.28547297297297297,0.14862397287074475,1.421120322610389,0.22805107159751598,0.27282723094046,0.4664169880133659,3.7478181909902637,1.3736704796307446,0.8801392322050143,0.7234597631948625,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.02,0.02,496,17466,0.028398030459177832,0.027678571428571427,1298698,4846573,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.28072441996061237,0.34822220430540995,0.16301064495911208,0.3809675902536183,0.21795694529450624,0.23265327334728456,0.6718716612318031,0.3224015276517671,1.4561910427242781,0.055035628674645065,0.2833543771043771,0.14965364004705267,1.4105736862233955,0.21886828152130391,0.26560456225180484,0.4523873384635489,3.695807899914241,1.1495083283162753,0.8722191393835443,0.6411800120409392,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.05,0.05,1240,42573,0.02912644164141592,0.02963317003226192,1178151,4779276,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.27964435153546535,0.34822220430540995,0.14999598663868496,0.37835322105218766,0.2283572344135027,0.214905228733694,0.6516712237032435,0.3381376212998988,1.3014912522424207,0.055035628674645065,0.2771336049305338,0.15295739512899625,1.379605900844235,0.1966021496571103,0.2503017851558691,0.41809908583530214,3.5838672249407253,0.6815171583383504,0.8494677899409776,0.4376881396748946,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.1,0.1,2481,89977,0.02757371328228325,0.02617922538182432,994046,4698272,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.27799607493618894,0.34822220430540995,0.12444189721484303,0.37321994573174083,0.2487780485168978,0.17934998895062718,0.6154301358716392,0.36928003377755875,1.067548218480272,0.055035628674645065,0.26414507772020723,0.16059646344681974,1.3149473806798038,0.169800869577357,0.2335968419318285,0.37532383618648885,3.4371184987136156,0.26831226168974515,0.8202088483075216,0.2097130242825607,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.15,0.15,3721,139221,0.026727289704857743,0.025180732678092763,847908,4645897,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.27639175299814844,0.34822220430540995,0.10261678045865696,0.368835742039244,0.26621896158058705,0.1487533308487519,0.5823294433885583,0.39748439351515985,0.8881238319148507,0.055035628674645065,0.2526826248452332,0.16765912399100172,1.2578858502730996,0.15247188527809924,0.22409439234424017,0.3418488116158258,3.3305755940069615,0.12502508528998596,0.7925641931090148,0.10475617098133655,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.2,0.2,4961,193004,0.025704130484342294,0.02305561236822044,727132,4616482,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2744291400624038,0.34822220430540995,0.07496116985021356,0.3632803156237851,0.28831914577357154,0.10944086715969818,0.5450512168148681,0.43020720836760334,0.7437290147474327,0.055035628674645065,0.23845360824742268,0.17675095988349002,1.187052018098649,0.1427395306592416,0.2186975658799517,0.3160968760150123,3.2650456540382384,0.06361629540437487,0.7708217726882913,0.05518763796909492,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.3,0.3,7442,312815,0.02379041925738855,0.020707614492826203,544497,4614021,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2725280716837767,0.34822220430540995,0.020974141245327815,0.35243546504174267,0.33146132379641485,0.03083516947559421,0.47420314981242434,0.4991565936503134,0.532268016995754,0.055035628674645065,0.20430329988621082,0.19869211969086464,1.0170474928712314,0.14192527518696532,0.2116161225567171,0.2738181749940602,3.1718206124199164,0.011840256873369457,0.7349543459617616,0.011840256873369457,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.4,0.4,9922,448320,0.022131513204853678,0.018301907678683442,418784,4635317,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.27019316952428013,0.34822220430540995,-0.027779253274809845,0.34264194069707415,0.370421193971884,-0.041192637141508705,0.41071253015435855,0.5633461289951693,0.3951054960634607,0.055035628674645065,0.17170874191529314,0.2192509855453351,0.8547876885311584,0.1489713477337337,0.20672367239750233,0.24128273983679424,3.098925490591737,0.009833433674493278,0.710134692024416,0.009833433674493278,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,0.5,0.5,12403,600488,0.02065486737453538,0.016304347826086956,326396,4678014,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.26882136706475923,0.34822220430540995,-0.07740332425554058,0.3326735158927131,0.4100768401482537,-0.11536371213795327,0.3494667117657737,0.6273815612136908,0.2983819563650711,0.055035628674645065,0.14296218487394957,0.23694884207771819,0.7116837162318269,0.16309823351178446,0.20475660480771493,0.21475644308874176,3.070423245724663,0.005819787276740919,0.6923270947888815,0.005819787276740919,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,1.0,1.0,24806,1840649,0.013476768248590579,0.010001120822215825,117704,4999638,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2692813419992083,0.34822220430540995,-0.30955000911617014,0.2860401638544757,0.5955901729706459,-0.4605724463659495,0.13166542970105827,0.8687241104444614,0.09591307437093052,0.055035628674645065,0.04764471273040854,0.2924206323652521,0.23718136544060092,0.26951192795120144,0.21232224938382027,0.13153330749320818,3.1849871361549713,0.0016054585591009432,0.658931544165868,0.0016054585591009432,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,1.5,1.5,37209,5481807,0.006787725288394867,0.0034063339190444357,54127,5249800,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2847095717760671,0.34822220430540995,-0.5268745776671662,0.24238426104509034,0.7692588387122565,-0.7414443676399145,0.029094314909708294,0.9745085922920353,0.04144294797224291,0.055035628674645065,0.008259074114322973,0.3144706485516534,0.041114708504895785,0.35228144337403533,0.23075215957121287,0.10028998503624363,3.4617868132976843,0.0004013646397752358,0.6832971800433839,0.0004013646397752358,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,1,1.8143,1.8143,45006,42000000,0.0010715714285714287,0.00021351001677437874,35093,5369435,1,1,8638,24806,47,0.7618818232012058,0.7991211803595905,0.3054803715907229,0.34822220430540995,-0.6766591499258351,0.2122957129694253,0.8889548628952604,-0.8874830011030055,0.002628864487438697,0.9976915205893652,0.026170868428187024,0.055035628674645065,0.00021769892239033417,0.318906460080671,0.0010837325845503975,0.3918643175819912,0.2501807348426514,0.0982896735805927,3.7533673006104022,0.0,0.7334913988800887,0.0,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.0,0.0,0,0,,,1395798,4907163,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2816048208693767,0.3482222043054099,0.1736473032809125,0.3831042696222199,0.2094569663413074,0.2470593830248225,0.6870721548963393,0.3113662627073198,1.5813393919743293,0.055035628674645065,0.2856234770632482,0.14882540508882672,1.4218695508791763,0.23891531080420653,0.281129264921973,0.48156415202616737,3.802149018816526,1.6530202689143088,0.887907985673208,0.8101545253863135,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.01,0.01,248,7642,0.03245223763412719,0.03245223763412719,1350609,4882555,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2814262179085523,0.34822220430540995,0.16925406837120924,0.3822217617791557,0.21296769340794644,0.24096166594251028,0.6802312850828973,0.31682579773398756,1.5212271861278344,0.055035628674645065,0.2837680853310804,0.14970333181195802,1.4126331777489025,0.23077341780876723,0.27324081951062046,0.467084258227216,3.7513494425667155,1.3843066425847883,0.8805428038137517,0.720048163756773,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.02,0.02,496,15283,0.032454361054766734,0.032456484753304544,1298774,4853478,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.28097235145634586,0.34822220430540995,0.16426210256793794,0.3812189815809092,0.21695687901297128,0.23423251748526866,0.6725358272811512,0.32212509466555456,1.4534785830980752,0.055035628674645065,0.28309829509576934,0.14983010977522215,1.4092988778136977,0.22115289510767877,0.26662340238805365,0.45344350257662736,3.7093275488069413,1.156532209512342,0.8734298542097564,0.6413806943608268,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.05,0.05,1240,42168,0.02940618478467084,0.02767342384229124,1158028,4773007,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.27988097955300684,0.34822220430540995,0.14839934818269024,0.37803249020375496,0.22963314202106472,0.21243790156778036,0.6502463822691547,0.3397776472696468,1.2743589558159825,0.055035628674645065,0.27705943691345153,0.15286540483701366,1.379236683137684,0.1945279653597918,0.2510583496134796,0.417520897331462,3.5922917822731173,0.6931567328918322,0.8489128789789638,0.44210315071242223,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.1,0.1,2481,86742,0.028602061285190564,0.02784134248665141,986406,4701013,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2780445715668194,0.34822220430540995,0.12453617685711776,0.3732388845149971,0.24870270765787933,0.1794545620616839,0.6160049449872997,0.3679603878227592,1.0563828117905916,0.055035628674645065,0.2670184150631078,0.15865257595772786,1.3292512149418931,0.17070776687500408,0.23477708248570092,0.37558909608073043,3.449124754073551,0.29098936383704593,0.8184936689703879,0.22737306843267108,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.15,0.15,3721,134878,0.02758789424516971,0.025760345687219546,840199,4642048,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.276508823120614,0.34822220430540995,0.09891183367349565,0.36809149670221036,0.2691796630287147,0.14332193204834456,0.5801754467434144,0.39933607084548545,0.8791556881377691,0.055035628674645065,0.2528072524981972,0.16749453606199086,1.2585062623861691,0.15119839104291377,0.22502244474557576,0.3433762398658822,3.344095242899662,0.1266305438490869,0.793522675679766,0.109773228978527,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.2,0.2,4961,189350,0.02620015843675733,0.022763988838302246,725346,4616749,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.27476523933412117,0.34822220430540995,0.07238236317655095,0.36276228798309895,0.290379924806548,0.1055466281588872,0.5428530251100728,0.4329881411154987,0.7415108409840535,0.055035628674645065,0.2384140061791967,0.17673555908850028,1.1868548740279259,0.142827871257006,0.21871774093215465,0.3146499997505533,3.2662059224133584,0.060204695966285374,0.7687534681935125,0.05679309652819586,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.3,0.3,7442,306509,0.024279874326691875,0.021176350088341483,539235,4599959,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.27200737238003697,0.34822220430540995,0.019955433054495098,0.35223082814281015,0.33227539508831505,0.029393674221036975,0.4737040053115466,0.4995140061994973,0.5282665289605151,0.055035628674645065,0.2063081695966908,0.19741014799154333,1.027027986156033,0.1372726703713823,0.21146480966519499,0.2726032629023351,3.168390253745649,0.01645595023078467,0.7352570246683146,0.01625526791089705,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.4,0.4,9922,445744,0.0222594134749991,0.017811613459259527,415872,4626284,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2695774405308422,0.34822220430540995,-0.03462065070352782,0.34126764885690236,0.3758882995604302,-0.05145470295068494,0.40527708449762334,0.5679805157846419,0.3929285449515969,0.055035628674645065,0.17458333333333334,0.21747994212810734,0.8690977657368387,0.1459826562745415,0.20595702041379033,0.23573240706592777,3.0879281642536447,0.007826610475617099,0.7080663875296372,0.007826610475617099,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,0.5,0.5,12403,598023,0.020740004983085935,0.016292463176143787,324571,4685771,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.26826979511488236,0.34822220430540995,-0.08437192194755033,0.3312736722137933,0.4156455941613436,-0.12600841805478336,0.3452642530990881,0.631650664268805,0.2960616832348761,0.055035628674645065,0.1433684210526316,0.23657389259114073,0.7137060109635922,0.1656647429382157,0.2048070424382223,0.2108602869218096,3.0714826211975987,0.004615693357415212,0.6909145941583009,0.004615693357415212,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,1.0,1.0,24806,1829028,0.01356239488952602,0.010075507410611655,115512,4997911,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2693177138085922,0.34822220430540995,-0.315382888306221,0.2848684619676732,0.6002513502738942,-0.4691876820385495,0.1265409692556164,0.8734213654782209,0.0941179218333652,0.055035628674645065,0.04544963834610817,0.2935083317248922,0.2262540093946537,0.2689405264068614,0.2117371728699348,0.128590851535154,3.1762094536649346,0.0016054585591009432,0.6601927054431721,0.0016054585591009432,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
ca-HepTh,down_pfix,2,1.5,1.5,37209,5582796,0.0066649399333237325,0.0033041466601025954,52640,5253024,0,0,8638,24806,47,0.7618818232012058,0.7991211803595905,0.2860235558751565,0.34822220430540995,-0.5369163782613935,0.24036707599465762,0.777283454256051,-0.7521046004833173,0.026793134694585715,0.9762009477230909,0.04026789810372496,0.055035628674645065,0.006199695453556668,0.31552651806302845,0.03086286281776575,0.3533481478204468,0.23226528848643396,0.10138654400308367,3.484588609191343,0.0,0.69182263027796,0.0,183.7872340425532,0.06691363741606854,0.38671776859300566,0.0
